dataset;data_type;binary_feature;fold;n;p;algorithm;penalty_type;lamb;g;simulation_seed;support_size;train_auc;test_auc;train_acc;test_acc;train_log_loss;test_log_loss;train_obj;test_obj;train_precision;train_recall;train_f1_score;train_exp_loss;test_exp_loss;train_duration;
fico;real;TRUE;2;8367;1917;fastsparse_qcut;L0L2;0.8;1e-05;NA;80;0.815336495413067;0.802268431174681;0.740647782956854;0.731835564053537;4387.83537721046;1155.68554233211;4451.99186939571;1219.84203451737;NA;NA;NA;8486.59948956976;8067.45336064976;40.1967220306396;
fico;real;TRUE;2;8367;1917;fastsparse_qcut;L0L2;1;1e-05;NA;67;0.812342280845575;0.80179586038961;0.735747579777698;0.73565965583174;4420.80740237538;1153.1623724449;4487.9169494891;1220.27191955862;NA;NA;NA;8472.85546932842;6066.33194061274;32.0092380046844;
fico;real;TRUE;2;8367;1917;fastsparse_qcut;L0L2;2;1e-05;NA;32;0.804838481605859;0.801740102521353;0.727261862077208;0.726577437858509;4494.00569370329;1147.81224824767;4558.08560481138;1211.89215935576;NA;NA;NA;8463.56408600864;3435.78070919816;13.8980422019958;
fico;real;TRUE;2;8367;1917;fastsparse_qcut;L0L2;3;1e-05;NA;26;0.803026867059039;0.800051827395577;0.72534958766583;0.734225621414914;4513.83168638494;1150.99192703858;4591.90722314209;1229.06746379574;NA;NA;NA;8469.33265319107;4325.95929030212;14.1833889484406;
fico;real;TRUE;2;8367;1917;fastsparse_qcut;L0L2;4;1e-05;NA;23;0.80154002992639;0.798878627003627;0.727978964981475;0.72848948374761;4529.01129525845;1149.1968410284;4621.08213660319;1241.26768237314;NA;NA;NA;8456.66612483775;4560.13212784278;10.5188319683075;
fico;real;TRUE;2;8367;1917;fastsparse_qcut;L0L2;5;1e-05;NA;17;0.79999180106766;0.799462713525213;0.725827656268675;0.728967495219885;4548.53850856382;1145.94339102921;4633.61298379609;1231.01786626147;NA;NA;NA;8477.50928522003;3553.09990043988;6.5970253944397;
fico;real;TRUE;2;8367;1917;fastsparse_qcut;L0L2;6;1e-05;NA;15;0.797091378619247;0.800395058207558;0.727261862077208;0.739005736137667;4572.84328659454;1132.18839461771;4662.91059908968;1222.25570711286;NA;NA;NA;8474.40079257758;2081.19063485156;2.99039173126221;
fico;real;TRUE;2;8367;1917;fastsparse_qcut;L0L2;7;1e-05;NA;14;0.795294001910907;0.801573742979993;0.726783793474364;0.736615678776291;4587.11753471471;1129.01848798888;4685.18649844146;1227.08745171563;NA;NA;NA;8465.69196135034;2046.43317027944;2.75596284866333;
fico;real;TRUE;2;8367;1917;fastsparse_qcut;L0L2;0.8;0.001;NA;69;0.812388689896555;0.802852974727975;0.737779371339787;0.726577437858509;4415.25736678356;1140.85497923251;4479.95283307324;1205.55044552219;NA;NA;NA;8357.08977676626;2863.64637365266;31.2736871242523;
fico;real;TRUE;2;8367;1917;fastsparse_qcut;L0L2;1;0.001;NA;61;0.811173059236513;0.804811355592606;0.735628062626987;0.734703632887189;4432.36790685582;1135.203873174;4501.99579873431;1204.83176505249;NA;NA;NA;8381.2836759069;2581.34928480874;21.0412092208862;
fico;real;TRUE;2;8367;1917;fastsparse_qcut;L0L2;2;0.001;NA;33;0.80538576463667;0.804986398736399;0.729891239392853;0.732791586998088;4487.67269184587;1136.96787787243;4560.36418443413;1209.6593704607;NA;NA;NA;8386.16613470295;2531.28914185041;13.0329718589783;
fico;real;TRUE;2;8367;1917;fastsparse_qcut;L0L2;3;0.001;NA;25;0.802459387496783;0.799184381215631;0.72953268794072;0.73565965583174;4521.10774641611;1144.2078444441;4602.92100347223;1226.02110150023;NA;NA;NA;8418.70943694135;2729.85103703092;10.696186542511;
fico;real;TRUE;2;8367;1917;fastsparse_qcut;L0L2;4;0.001;NA;22;0.801041820169855;0.79731375043875;0.72642524202223;0.72131931166348;4534.62213242391;1147.81228829431;4629.36153853388;1242.55169440428;NA;NA;NA;8421.40890075189;2774.21865176654;8.11446189880371;
fico;real;TRUE;2;8367;1917;fastsparse_qcut;L0L2;5;0.001;NA;18;0.800105961603558;0.799878612378612;0.72534958766583;0.733269598470363;4545.79042897057;1141.69006479937;4642.55916340036;1238.45879922916;NA;NA;NA;8426.72962624561;2807.61419704198;6.38012671470642;
fico;real;TRUE;2;8367;1917;fastsparse_qcut;L0L2;6;0.001;NA;16;0.799119769270241;0.800855746168246;0.725827656268675;0.731357552581262;4559.47028375022;1132.71528530473;4662.16179234638;1235.40679390089;NA;NA;NA;8455.70063039706;2079.46657920482;6.8110044002533;
fico;real;TRUE;2;8367;1917;fastsparse_qcut;L0L2;7;0.001;NA;14;0.795253207782145;0.801715422809173;0.726783793474364;0.736615678776291;4587.20223412561;1129.14668569333;4691.91348793692;1233.85793950464;NA;NA;NA;8413.50666773608;2034.97376840414;2.79370188713074;
fico;real;TRUE;2;8367;1917;fastsparse_lcut;L0L2;0.8;1e-05;NA;80;0.815336495413067;0.802268431174681;0.740647782956854;0.731835564053537;4387.83537721046;1155.68554233211;4451.99186939571;1219.84203451737;NA;NA;NA;8486.59948956976;8067.45336064976;41.8272912502289;
fico;real;TRUE;2;8367;1917;fastsparse_lcut;L0L2;1;1e-05;NA;67;0.812342280845575;0.80179586038961;0.735747579777698;0.73565965583174;4420.80740237538;1153.1623724449;4487.9169494891;1220.27191955862;NA;NA;NA;8472.85546932842;6066.33194061274;32.0808775424957;
fico;real;TRUE;2;8367;1917;fastsparse_lcut;L0L2;2;1e-05;NA;32;0.804838481605859;0.801740102521353;0.727261862077208;0.726577437858509;4494.00569370329;1147.81224824767;4558.08560481138;1211.89215935576;NA;NA;NA;8463.56408600864;3435.78070919816;14.6857504844666;
fico;real;TRUE;2;8367;1917;fastsparse_lcut;L0L2;3;1e-05;NA;26;0.803026867059039;0.800051827395577;0.72534958766583;0.734225621414914;4513.83168638494;1150.99192703858;4591.90722314209;1229.06746379574;NA;NA;NA;8469.33265319107;4325.95929030212;14.5435547828674;
fico;real;TRUE;2;8367;1917;fastsparse_lcut;L0L2;4;1e-05;NA;23;0.80154002992639;0.798878627003627;0.727978964981475;0.72848948374761;4529.01129525845;1149.1968410284;4621.08213660319;1241.26768237314;NA;NA;NA;8456.66612483775;4560.13212784278;10.1172382831573;
fico;real;TRUE;2;8367;1917;fastsparse_lcut;L0L2;5;1e-05;NA;17;0.79999180106766;0.799462713525213;0.725827656268675;0.728967495219885;4548.53850856382;1145.94339102921;4633.61298379609;1231.01786626147;NA;NA;NA;8477.50928522003;3553.09990043988;6.88960552215576;
fico;real;TRUE;2;8367;1917;fastsparse_lcut;L0L2;6;1e-05;NA;15;0.797091378619247;0.800395058207558;0.727261862077208;0.739005736137667;4572.84328659454;1132.18839461771;4662.91059908968;1222.25570711286;NA;NA;NA;8474.40079257758;2081.19063485156;3.09675073623657;
fico;real;TRUE;2;8367;1917;fastsparse_lcut;L0L2;7;1e-05;NA;14;0.795294001910907;0.801573742979993;0.726783793474364;0.736615678776291;4587.11753471471;1129.01848798888;4685.18649844146;1227.08745171563;NA;NA;NA;8465.69196135034;2046.43317027944;2.81994128227234;
fico;real;TRUE;2;8367;1917;fastsparse_lcut;L0L2;0.8;0.001;NA;69;0.812388689896555;0.802852974727975;0.737779371339787;0.726577437858509;4415.25736678356;1140.85497923251;4479.95283307324;1205.55044552219;NA;NA;NA;8357.08977676626;2863.64637365266;35.6338977813721;
fico;real;TRUE;2;8367;1917;fastsparse_lcut;L0L2;1;0.001;NA;61;0.811173059236513;0.804811355592606;0.735628062626987;0.734703632887189;4432.36790685582;1135.203873174;4501.99579873431;1204.83176505249;NA;NA;NA;8381.2836759069;2581.34928480874;23.1247360706329;
fico;real;TRUE;2;8367;1917;fastsparse_lcut;L0L2;2;0.001;NA;33;0.80538576463667;0.804986398736399;0.729891239392853;0.732791586998088;4487.67269184587;1136.96787787243;4560.36418443413;1209.6593704607;NA;NA;NA;8386.16613470295;2531.28914185041;14.0191683769226;
fico;real;TRUE;2;8367;1917;fastsparse_lcut;L0L2;3;0.001;NA;25;0.802459387496783;0.799184381215631;0.72953268794072;0.73565965583174;4521.10774641611;1144.2078444441;4602.92100347223;1226.02110150023;NA;NA;NA;8418.70943694135;2729.85103703092;11.6071615219116;
fico;real;TRUE;2;8367;1917;fastsparse_lcut;L0L2;4;0.001;NA;22;0.801041820169855;0.79731375043875;0.72642524202223;0.72131931166348;4534.62213242391;1147.81228829431;4629.36153853388;1242.55169440428;NA;NA;NA;8421.40890075189;2774.21865176654;8.43317794799805;
fico;real;TRUE;2;8367;1917;fastsparse_lcut;L0L2;5;0.001;NA;18;0.800105961603558;0.799878612378612;0.72534958766583;0.733269598470363;4545.79042897057;1141.69006479937;4642.55916340036;1238.45879922916;NA;NA;NA;8426.72962624561;2807.61419704198;6.77640604972839;
fico;real;TRUE;2;8367;1917;fastsparse_lcut;L0L2;6;0.001;NA;16;0.799119769270241;0.800855746168246;0.725827656268675;0.731357552581262;4559.47028375022;1132.71528530473;4662.16179234638;1235.40679390089;NA;NA;NA;8455.70063039706;2079.46657920482;7.62615752220154;
fico;real;TRUE;2;8367;1917;fastsparse_lcut;L0L2;7;0.001;NA;14;0.795253207782145;0.801715422809173;0.726783793474364;0.736615678776291;4587.20223412561;1129.14668569333;4691.91348793692;1233.85793950464;NA;NA;NA;8413.50666773608;2034.97376840414;3.07305693626404;
fico;real;TRUE;2;8367;1917;l0learn;L0L2;0.8;1e-05;NA;80;0.815336495413067;0.802268431174681;0.740647782956854;0.731835564053537;4387.83537721046;1155.68554233211;4451.99186939571;1219.84203451737;NA;NA;NA;8486.59948956976;8067.45336064976;65.2036056518555;
fico;real;TRUE;2;8367;1917;l0learn;L0L2;1;1e-05;NA;67;0.812342280845575;0.80179586038961;0.735747579777698;0.73565965583174;4420.80740237538;1153.1623724449;4487.9169494891;1220.27191955862;NA;NA;NA;8472.85546932842;6066.33194061274;46.1799619197845;
fico;real;TRUE;2;8367;1917;l0learn;L0L2;2;1e-05;NA;32;0.804838481605859;0.801740102521353;0.727261862077208;0.726577437858509;4494.00569370329;1147.81224824767;4558.08560481138;1211.89215935576;NA;NA;NA;8463.56408600864;3435.78070919816;19.4152266979218;
fico;real;TRUE;2;8367;1917;l0learn;L0L2;3;1e-05;NA;26;0.803026867059039;0.800051827395577;0.72534958766583;0.734225621414914;4513.83168638494;1150.99192703858;4591.90722314209;1229.06746379574;NA;NA;NA;8469.33265319107;4325.95929030212;21.2022967338562;
fico;real;TRUE;2;8367;1917;l0learn;L0L2;4;1e-05;NA;23;0.80154002992639;0.798878627003627;0.727978964981475;0.72848948374761;4529.01129525845;1149.1968410284;4621.08213660319;1241.26768237314;NA;NA;NA;8456.66612483775;4560.13212784278;15.1807379722595;
fico;real;TRUE;2;8367;1917;l0learn;L0L2;5;1e-05;NA;17;0.79999180106766;0.799462713525213;0.725827656268675;0.728967495219885;4548.53850856382;1145.94339102921;4633.61298379609;1231.01786626147;NA;NA;NA;8477.50928522003;3553.09990043988;8.80626010894775;
fico;real;TRUE;2;8367;1917;l0learn;L0L2;6;1e-05;NA;15;0.797091378619247;0.800395058207558;0.727261862077208;0.739005736137667;4572.84328659454;1132.18839461771;4662.91059908968;1222.25570711286;NA;NA;NA;8474.40079257758;2081.19063485156;3.70941543579102;
fico;real;TRUE;2;8367;1917;l0learn;L0L2;7;1e-05;NA;14;0.795294001910907;0.801573742979993;0.726783793474364;0.736615678776291;4587.11753471471;1129.01848798888;4685.18649844146;1227.08745171563;NA;NA;NA;8465.69196135034;2046.43317027944;3.6971333026886;
fico;real;TRUE;2;8367;1917;l0learn;L0L2;0.8;0.001;NA;69;0.812388689896555;0.802852974727975;0.737779371339787;0.726577437858509;4415.25736678356;1140.85497923251;4479.95283307324;1205.55044552219;NA;NA;NA;8357.08977676626;2863.64637365266;53.7304811477661;
fico;real;TRUE;2;8367;1917;l0learn;L0L2;1;0.001;NA;61;0.811173059236513;0.804811355592606;0.735628062626987;0.734703632887189;4432.36790685582;1135.203873174;4501.99579873431;1204.83176505249;NA;NA;NA;8381.2836759069;2581.34928480874;35.4068675041199;
fico;real;TRUE;2;8367;1917;l0learn;L0L2;2;0.001;NA;33;0.80538576463667;0.804986398736399;0.729891239392853;0.732791586998088;4487.67269184587;1136.96787787243;4560.36418443413;1209.6593704607;NA;NA;NA;8386.16613470295;2531.28914185041;19.3340647220612;
fico;real;TRUE;2;8367;1917;l0learn;L0L2;3;0.001;NA;25;0.802459387496783;0.799184381215631;0.72953268794072;0.73565965583174;4521.10774641611;1144.2078444441;4602.92100347223;1226.02110150023;NA;NA;NA;8418.70943694135;2729.85103703092;15.8775432109833;
fico;real;TRUE;2;8367;1917;l0learn;L0L2;4;0.001;NA;22;0.801041820169855;0.79731375043875;0.72642524202223;0.72131931166348;4534.62213242391;1147.81228829431;4629.36153853388;1242.55169440428;NA;NA;NA;8421.40890075189;2774.21865176654;11.7985472679138;
fico;real;TRUE;2;8367;1917;l0learn;L0L2;5;0.001;NA;18;0.800105961603558;0.799878612378612;0.72534958766583;0.733269598470363;4545.79042897057;1141.69006479937;4642.55916340036;1238.45879922916;NA;NA;NA;8426.72962624561;2807.61419704198;8.42549300193787;
fico;real;TRUE;2;8367;1917;l0learn;L0L2;6;0.001;NA;16;0.799119769270241;0.800855746168246;0.725827656268675;0.731357552581262;4559.47028375022;1132.71528530473;4662.16179234638;1235.40679390089;NA;NA;NA;8455.70063039706;2079.46657920482;9.228590965271;
fico;real;TRUE;2;8367;1917;l0learn;L0L2;7;0.001;NA;14;0.795253207782145;0.801715422809173;0.726783793474364;0.736615678776291;4587.20223412561;1129.14668569333;4691.91348793692;1233.85793950464;NA;NA;NA;8413.50666773608;2034.97376840414;3.47109031677246;
fico;real;TRUE;3;8367;1917;fastsparse Logistic;L0L2;0.8;1e-05;NA;78;0.818471326820593;0.791308724218078;0.741842954463966;0.728011472275335;4361.34336505582;1169.97318179108;4423.90306427407;1232.53288100933;NA;NA;NA;8565.63972922087;3143.54644001338;17.6315722465515;
fico;real;TRUE;3;8367;1917;fastsparse Logistic;L0L2;1;1e-05;NA;69;0.817386853013273;0.790516736516535;0.741842954463966;0.731357552581262;4369.12299465995;1174.91123681261;4438.30921408329;1244.09745623595;NA;NA;NA;8519.5201179175;3839.58801501988;14.8697090148926;
fico;real;TRUE;3;8367;1917;fastsparse Logistic;L0L2;2;1e-05;NA;33;0.808901508970049;0.794037444409875;0.73491095972272;0.730401529636711;4457.54418329615;1158.28953337414;4523.62351938371;1224.3688694617;NA;NA;NA;8455.55251883607;2328.96672611299;7.20104312896729;
fico;real;TRUE;3;8367;1917;fastsparse Logistic;L0L2;3;1e-05;NA;22;0.803730768548055;0.797336249336579;0.729174136488586;0.735181644359465;4507.17743772139;1151.32341615575;4573.23734237072;1217.38332080509;NA;NA;NA;8465.59864004568;2277.9458531152;7.30938315391541;
fico;real;TRUE;3;8367;1917;fastsparse Logistic;L0L2;4;1e-05;NA;21;0.803495831193245;0.796835251917059;0.728935102187164;0.737093690248566;4509.17889908378;1148.37965308029;4593.24236449503;1232.44311849154;NA;NA;NA;8437.78614975686;2242.30940603174;6.32072329521179;
fico;real;TRUE;3;8367;1917;fastsparse Logistic;L0L2;5;1e-05;NA;17;0.801297108432493;0.796038231364726;0.730966893749253;0.730879541108987;4530.5554629699;1153.00154138295;4615.62627014264;1238.07234855569;NA;NA;NA;8493.15280954611;2231.10485705655;4.30579113960266;
fico;real;TRUE;3;8367;1917;fastsparse Logistic;L0L2;6;1e-05;NA;13;0.796931012704253;0.792655698102158;0.728217999282897;0.732791586998088;4564.37042218308;1159.59300924093;4642.44347432568;1237.66606138352;NA;NA;NA;8417.90735727125;2236.68200771456;3.64218926429749;
fico;real;TRUE;3;8367;1917;fastsparse Logistic;L0L2;7;1e-05;NA;13;0.796927519850575;0.792637396826559;0.728217999282897;0.732791586998088;4564.36966197144;1159.62559511724;4655.44282622145;1250.69875936725;NA;NA;NA;8419.86095372828;2237.44632486895;3.40373682975769;
fico;real;TRUE;3;8367;1917;fastsparse Logistic;L0L2;0.8;0.001;NA;74;0.818230062247233;0.794258889844622;0.741603920162543;0.733269598470363;4366.6536351545;1155.76297830898;4437.64634646064;1226.75568961512;NA;NA;NA;8411.06223083696;2361.25590112645;14.6615102291107;
fico;real;TRUE;3;8367;1917;fastsparse Logistic;L0L2;1;0.001;NA;68;0.815904938265243;0.795577496751524;0.738855025696187;0.731835564053537;4392.2433725247;1154.90666433324;4471.58868605119;1234.25197785973;NA;NA;NA;8443.81515255325;2427.53547943957;13.9698486328125;
fico;real;TRUE;3;8367;1917;fastsparse Logistic;L0L2;2;0.001;NA;31;0.808123060678885;0.795844237843378;0.73275965100992;0.731835564053537;4464.27261277146;1153.0232852396;4533.40147198686;1222.15214445499;NA;NA;NA;8404.4342386129;2292.84082250198;6.21861743927002;
fico;real;TRUE;3;8367;1917;fastsparse Logistic;L0L2;3;0.001;NA;25;0.805678778852546;0.798253143244084;0.73168399665352;0.740439770554493;4494.96596584739;1145.69534069135;4576.0325247563;1226.76189960026;NA;NA;NA;8442.0103341119;2251.42992989671;7.27387762069702;
fico;real;TRUE;3;8367;1917;fastsparse Logistic;L0L2;4;0.001;NA;21;0.803462105114282;0.79715460917626;0.729413170790008;0.736137667304015;4509.26005613249;1147.97130278127;4599.437321867;1238.14856851579;NA;NA;NA;8390.04734815595;2227.14977912034;6.37861824035645;
fico;real;TRUE;3;8367;1917;fastsparse Logistic;L0L2;5;0.001;NA;17;0.801235983493117;0.796721326476455;0.728337516433608;0.73565965583174;4532.26816273099;1150.25197504596;4624.02964117223;1242.01345348721;NA;NA;NA;8435.24180296998;2211.61420858264;4.51477408409119;
fico;real;TRUE;3;8367;1917;fastsparse Logistic;L0L2;6;0.001;NA;13;0.796952485165392;0.792712432056514;0.729413170790008;0.73565965583174;4564.47130854976;1159.1932302844;4649.57932787178;1244.30124960642;NA;NA;NA;8365.90668424476;2219.96655967358;3.94948935508728;
fico;real;TRUE;3;8367;1917;fastsparse Logistic;L0L2;7;0.001;NA;13;0.796948763272128;0.792709686865175;0.729413170790008;0.73565965583174;4564.46798001719;1159.20398739683;4662.57883358104;1257.31484096068;NA;NA;NA;8366.31084461974;2220.13378461603;3.36771821975708;
fico;real;TRUE;3;8367;1917;fastsparse Exponential;L0L2;0.8;1e-05;NA;85;0.817239809599393;0.787989787888216;0.739452611449743;0.724187380497132;4656.73312673878;1202.6019907954;4724.73317503913;1270.60203909575;NA;NA;NA;6820.82507272124;1803.70059563547;16.6091325283051;
fico;real;TRUE;3;8367;1917;fastsparse Exponential;L0L2;1;1e-05;NA;71;0.815793481876957;0.787613696674658;0.737540337038365;0.720841300191205;4670.1121828139;1202.84479664512;4741.11222414112;1273.84483797233;NA;NA;NA;6839.57454749538;1803.48942934945;12.9404058456421;
fico;real;TRUE;3;8367;1917;fastsparse Exponential;L0L2;2;1e-05;NA;37;0.806910324703694;0.793777108764481;0.730847376598542;0.726099426386233;4752.48309669413;1203.86778214951;4826.48311244424;1277.86779789961;NA;NA;NA;6953.0136025474;1783.4256549091;4.14611744880676;
fico;real;TRUE;3;8367;1917;fastsparse Exponential;L0L2;3;1e-05;NA;27;0.804976658003244;0.791659651177687;0.728815585036453;0.730401529636711;4769.41116573267;1209.09390111453;4850.41117925995;1290.09391464181;NA;NA;NA;6976.63347516872;1791.43883106418;4.69283509254456;
fico;real;TRUE;3;8367;1917;fastsparse Exponential;L0L2;4;1e-05;NA;23;0.803522399785161;0.794329349755678;0.729174136488586;0.731835564053537;4777.57817160939;1205.9999343214;4869.57818591437;1297.99994862638;NA;NA;NA;6988.15213803543;1782.1095347608;4.41513442993164;
fico;real;TRUE;3;8367;1917;fastsparse Exponential;L0L2;5;1e-05;NA;21;0.801716537173411;0.791792792957669;0.725588621967252;0.731357552581262;4794.36097441474;1211.24802416475;4899.36098863954;1316.24803838956;NA;NA;NA;7011.37158139292;1788.39634283349;2.51691007614136;
fico;real;TRUE;3;8367;1917;fastsparse Exponential;L0L2;6;1e-05;NA;16;0.799619651138355;0.793367160191065;0.728935102187164;0.736137667304015;4809.82416164864;1212.63882388037;4905.82417557721;1308.63883780894;NA;NA;NA;7032.3538336426;1789.72076898174;2.60849952697754;
fico;real;TRUE;3;8367;1917;fastsparse Exponential;L0L2;7;1e-05;NA;18;0.800301702393979;0.792717464907304;0.726664276323652;0.724187380497132;4804.38634757582;1211.10964986682;4930.38636311208;1337.10966540308;NA;NA;NA;7024.60555833604;1790.78626099134;2.60190606117249;
fico;real;TRUE;3;8367;1917;fastsparse Exponential;L0L2;0.8;0.001;NA;85;0.817239809599393;0.787989787888216;0.739452611449743;0.724187380497132;4656.73312673878;1202.6019907954;4724.73795677359;1270.6068208302;NA;NA;NA;6820.82507272124;1803.70059563547;16.4996554851532;
fico;real;TRUE;3;8367;1917;fastsparse Exponential;L0L2;1;0.001;NA;71;0.815793481876957;0.787613696674658;0.737540337038365;0.720841300191205;4670.1121828139;1202.84479664512;4741.11631553529;1273.84892936651;NA;NA;NA;6839.57454749538;1803.48942934945;12.7274932861328;
fico;real;TRUE;3;8367;1917;fastsparse Exponential;L0L2;2;0.001;NA;37;0.806910324703694;0.793777108764481;0.730847376598542;0.726099426386233;4752.48309669413;1203.86778214951;4826.48467170463;1277.86935716;NA;NA;NA;6953.0136025474;1783.4256549091;4.15574097633362;
fico;real;TRUE;3;8367;1917;fastsparse Exponential;L0L2;3;0.001;NA;27;0.804976658003244;0.791659651177687;0.728815585036453;0.730401529636711;4769.41116573267;1209.09390111453;4850.41251846126;1290.09525384311;NA;NA;NA;6976.63347516872;1791.43883106418;4.62875604629517;
fico;real;TRUE;3;8367;1917;fastsparse Exponential;L0L2;4;0.001;NA;23;0.803522399785161;0.794329349755678;0.729174136488586;0.731835564053537;4777.57817160939;1205.9999343214;4869.57960210773;1298.00136481974;NA;NA;NA;6988.15213803543;1782.1095347608;4.69522762298584;
fico;real;TRUE;3;8367;1917;fastsparse Exponential;L0L2;5;0.001;NA;21;0.801716537173411;0.791792792957669;0.725588621967252;0.731357552581262;4794.36097441474;1211.24802416475;4899.36239689506;1316.24944664507;NA;NA;NA;7011.37158139292;1788.39634283349;2.49329900741577;
fico;real;TRUE;3;8367;1917;fastsparse Exponential;L0L2;6;0.001;NA;16;0.799619651138355;0.793367160191065;0.728935102187164;0.736137667304015;4809.82416164864;1212.63882388037;4905.82555450515;1308.64021673689;NA;NA;NA;7032.3538336426;1789.72076898174;2.53873515129089;
fico;real;TRUE;3;8367;1917;fastsparse Exponential;L0L2;7;0.001;NA;18;0.800301702393979;0.792717464907304;0.726664276323652;0.724187380497132;4804.38634757582;1211.10964986682;4930.38790120162;1337.11120349262;NA;NA;NA;7024.60555833604;1790.78626099134;2.62634348869324;
fico;real;TRUE;3;8367;1917;fastsparse_qcut;L0L2;0.8;1e-05;NA;78;0.818825765579129;0.791813839424608;0.740528265806143;0.727055449330784;4360.13458649619;1164.18615684715;4422.69448239732;1226.74605274828;NA;NA;NA;8546.59471692334;2452.55565058273;34.1211311817169;
fico;real;TRUE;3;8367;1917;fastsparse_qcut;L0L2;1;1e-05;NA;71;0.817528771666429;0.789382057429403;0.743277160272499;0.732313575525813;4365.14385846262;1177.57211608891;4436.33962390166;1248.76788152795;NA;NA;NA;8521.5398150127;3602.41689930901;28.1631598472595;
fico;real;TRUE;3;8367;1917;fastsparse_qcut;L0L2;2;1e-05;NA;33;0.808875026267977;0.793505334821837;0.73491095972272;0.730401529636711;4456.98667423719;1163.01640465506;4523.06928887321;1229.09901929108;NA;NA;NA;8446.59002853598;2540.56802762868;11.2443389892578;
fico;real;TRUE;3;8367;1917;fastsparse_qcut;L0L2;3;1e-05;NA;22;0.803733631542874;0.797349975293278;0.728935102187164;0.735181644359465;4507.17694439121;1151.34420259522;4573.23682941212;1217.40408761613;NA;NA;NA;8464.39347930404;2277.69144047939;10.6320178508759;
fico;real;TRUE;3;8367;1917;fastsparse_qcut;L0L2;4;1e-05;NA;21;0.80349731995055;0.796833421789499;0.728935102187164;0.737093690248566;4509.1788591618;1148.38271076233;4593.24232452553;1232.44617612606;NA;NA;NA;8437.79390657679;2242.33418651076;7.57306551933289;
fico;real;TRUE;3;8367;1917;fastsparse_qcut;L0L2;5;1e-05;NA;17;0.80129762377156;0.796034571109606;0.730966893749253;0.730879541108987;4530.55539682553;1153.00005216849;4615.62620534614;1238.0708606891;NA;NA;NA;8493.1522823155;2231.08685163656;5.90229654312134;
fico;real;TRUE;3;8367;1917;fastsparse_qcut;L0L2;6;1e-05;NA;13;0.796936395134512;0.792625500997419;0.728217999282897;0.732791586998088;4564.37069924876;1159.55248807879;4642.44361505128;1237.62540388132;NA;NA;NA;8414.84190859736;2235.66506179883;4.70554828643799;
fico;real;TRUE;3;8367;1917;fastsparse_qcut;L0L2;7;1e-05;NA;13;0.796927519850575;0.792637396826559;0.728217999282897;0.732791586998088;4564.36966197144;1159.62559511724;4655.44282622145;1250.69875936725;NA;NA;NA;8419.86095372828;2237.44632486895;3.30996060371399;
fico;real;TRUE;3;8367;1917;fastsparse_qcut;L0L2;0.8;0.001;NA;74;0.818351052408265;0.79379312238063;0.740528265806143;0.736137667304015;4366.19497159617;1156.56855118252;4437.34558686674;1227.71916645309;NA;NA;NA;8413.04693678254;2368.79560930499;26.8926193714142;
fico;real;TRUE;3;8367;1917;fastsparse_qcut;L0L2;1;0.001;NA;67;0.815863997439337;0.795710180999616;0.738974542846899;0.731357552581262;4392.37131121831;1154.64033861644;4471.00532554551;1233.27435294363;NA;NA;NA;8455.16736281949;2404.43064102556;21.8956532478333;
fico;real;TRUE;3;8367;1917;fastsparse_qcut;L0L2;2;0.001;NA;31;0.808291862853387;0.795171208433228;0.732281582407075;0.731835564053537;4463.79349768282;1156.96510307437;4533.10105823947;1226.27266363102;NA;NA;NA;8409.16654414189;2366.03775669877;10.018016576767;
fico;real;TRUE;3;8367;1917;fastsparse_qcut;L0L2;3;0.001;NA;25;0.805973982248287;0.797349517761388;0.732401099557787;0.73565965583174;4492.49351091688;1150.07724853146;4573.72440459328;1231.30814220786;NA;NA;NA;8455.7519043755;2278.91543927758;10.8264448642731;
fico;real;TRUE;3;8367;1917;fastsparse_qcut;L0L2;4;0.001;NA;21;0.803463479351795;0.797157354367599;0.729413170790008;0.736137667304015;4509.2600318709;1147.97427230329;4599.43727212258;1238.15151255497;NA;NA;NA;8390.05088920227;2227.17170232484;7.56977081298828;
fico;real;TRUE;3;8367;1917;fastsparse_qcut;L0L2;5;0.001;NA;17;0.80123609801291;0.796721326476455;0.728337516433608;0.73565965583174;4532.26816588747;1150.25168576785;4624.02961090166;1242.01313078204;NA;NA;NA;8435.23594443309;2211.61028612677;6.22200298309326;
fico;real;TRUE;3;8367;1917;fastsparse_qcut;L0L2;6;0.001;NA;13;0.796950881888294;0.792715177247854;0.729413170790008;0.73565965583174;4564.47036598649;1159.19783762427;4649.57931280848;1244.30678444626;NA;NA;NA;8366.07770112024;2220.02462544407;5.05569911003113;
fico;real;TRUE;3;8367;1917;fastsparse_qcut;L0L2;7;0.001;NA;13;0.796949221351299;0.792713347120294;0.728098482132186;0.734225621414914;4564.46635578776;1159.21019423853;4662.57878697416;1257.32262542492;NA;NA;NA;8366.43914803632;2220.22173803374;3.85144805908203;
fico;real;TRUE;3;8367;1917;fastsparse_lcut;L0L2;0.8;1e-05;NA;78;0.818825765579129;0.791813839424608;0.740528265806143;0.727055449330784;4360.13458649619;1164.18615684715;4422.69448239732;1226.74605274828;NA;NA;NA;8546.59471692334;2452.55565058273;35.0893130302429;
